Date,Counterparty,Instrument_Name,Instrument_Type,Notional_short,Cumulative,Cumulative_20_percent
2021-02-24,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,35003575.25,30897846321.76,6179569264.35
2021-02-24,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,31064910.63,30928911232.39,6185782246.48
2021-02-25,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,440638208.64,31369549441.03,6273909888.21
2021-02-25,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,154160844.07,31523710285.10,6304742057.02
2021-02-25,Swap Counterparty 4,SC4 Basket 1,Custom Basket Swap,60002492.64,31583712777.74,6316742555.55
2021-02-25,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,115145722.80,31698858500.54,6339771700.11
2021-02-25,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,18028574.64,31716887075.18,6343377415.04
2021-02-26,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,3739770.43,31720626845.61,6344125369.12
2021-02-26,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,467095392.49,32187722238.10,6437544447.62
2021-02-26,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,107046406.51,32294768644.61,6458953728.92
2021-02-26,Swap Counterparty 4,SC4 Basket 1,Custom Basket Swap,99924812.48,32394693457.09,6478938691.42
2021-02-26,Swap Counterparty 5,SC5 Basket 2,Custom Basket Swap,199479983.50,32594173440.59,6518834688.12
2021-02-26,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,224389431.90,32818562872.49,6563712574.50
2021-02-26,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,5013052.98,32823575925.47,6564715185.09
2021-03-01,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,25007403.67,32848583329.14,6569716665.83
2021-03-01,Swap Counterparty 5,SC5 Basket 2,Custom Basket Swap,185191813.95,33033775143.09,6606755028.62
2021-03-01,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,95200830.75,33128975973.84,6625795194.77
2021-03-02,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,79854375.00,33208830348.84,6641766069.77
2021-03-02,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,56044601.36,33264874950.20,6652974990.04
2021-03-02,Swap Counterparty 5,SC5 Basket 2,Custom Basket Swap,570063453.90,33834938404.10,6766987680.82
2021-03-02,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,400409323.20,34235347727.30,6847069545.46
2021-03-02,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,114182067.50,34349529794.80,6869905958.96
2021-03-03,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,169759289.70,34519289084.50,6903857816.90
2021-03-03,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,186559064.55,34705848149.05,6941169629.81
2021-03-03,Swap Counterparty 5,SC5 Basket 2,Custom Basket Swap,49936905.82,34755785054.87,6951157010.97
2021-03-03,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,149929970.40,34905715025.27,6981143005.05
2021-03-03,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,1566480.63,34907281505.90,6981456301.18
2021-03-03,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,168333472.73,35075614978.63,7015122995.73
2021-03-04,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,339941647.50,35415556626.13,7083111325.23
2021-03-04,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,238520990.50,35654077616.63,7130815523.33
2021-03-04,Swap Counterparty 4,SC4 Basket 1,Custom Basket Swap,74912271.28,35728989887.91,7145797977.58
2021-03-04,Swap Counterparty 5,SC5 Basket 2,Custom Basket Swap,60100453.00,35789090340.91,7157818068.18
2021-03-04,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,164878125.00,35953968465.91,7190793693.18
2021-03-04,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,374027869.80,36327996335.71,7265599267.14
2021-03-05,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,130215654.95,36458211990.66,7291642398.13
2021-03-05,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,9085357.80,36467297348.46,7293459469.69
2021-03-05,Swap Counterparty 4,SC4 Basket 1,Custom Basket Swap,174653542.00,36641950890.46,7328390178.09
2021-03-05,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,200100654.60,36842051545.06,7368410309.01
2021-03-05,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,55196510.40,36897248055.46,7379449611.09
2021-03-08,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,260533139.50,37157781194.96,7431556238.99
2021-03-08,Swap Counterparty 4,SC4 Basket 1,Custom Basket Swap,230249613.30,37388030808.26,7477606161.65
2021-03-08,Swap Counterparty 5,SC5 Basket 2,Custom Basket Swap,450674565.50,37838705373.76,7567741074.75
2021-03-08,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,599893336.00,38438598709.76,7687719741.95
2021-03-08,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,210653496.00,38649252205.76,7729850441.15
2021-03-09,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,184763488.00,38834015693.76,7766803138.75
2021-03-09,Swap Counterparty 5,SC5 Basket 2,Custom Basket Swap,125192158.00,38959207851.76,7791841570.35
2021-03-09,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,360679790.40,39319887642.16,7863977528.43
2021-03-09,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,172551720.00,39492439362.16,7898487872.43
2021-03-10,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,419977234.40,39912416596.56,7982483319.31
2021-03-10,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,51100944.00,39963517540.56,7992703508.11
2021-03-10,Swap Counterparty 5,SC5 Basket 2,Custom Basket Swap,510151113.00,40473668653.56,8094733730.71
2021-03-10,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,450203355.00,40923872008.56,8184774401.71
2021-03-10,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,164966972.87,41088838981.43,8217767796.29
2021-03-11,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,340415076.40,41429254057.83,8285850811.57
2021-03-11,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,20029335.35,41449283393.18,8289856678.64
2021-03-11,Swap Counterparty 5,SC5 Basket 2,Custom Basket Swap,30007203.30,41479290596.48,8295858119.30
2021-03-11,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,475683370.00,41954973966.48,8390994793.30
2021-03-11,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,164776363.15,42119750329.63,8423950065.93
2021-03-12,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,275199744.00,42394950073.63,8478990014.73
2021-03-12,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,12032204.80,42406982278.43,8481396455.69
2021-03-12,Swap Counterparty 4,SC4 Basket 1,Custom Basket Swap,160062174.00,42567044452.43,8513408890.49
2021-03-12,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,209999888.00,42777044340.43,8555408868.09
2021-03-12,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,146206239.75,42923250580.18,8584650116.04
2021-03-15,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,260379079.30,43183629659.48,8636725931.90
2021-03-15,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,41511332.70,43225140992.18,8645028198.44
2021-03-15,Swap Counterparty 4,SC4 Basket 1,Custom Basket Swap,60008388.50,43285149380.68,8657029876.14
2021-03-15,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,165191327.50,43450340708.18,8690068141.64
2021-03-15,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,37160662.80,43487501370.98,8697500274.20
2021-03-16,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,250128000.00,43737629370.98,8747525874.20
2021-03-16,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,43060798.20,43780690169.18,8756138033.84
2021-03-16,Swap Counterparty 4,SC4 Basket 1,Custom Basket Swap,60036944.61,43840727113.79,8768145422.76
2021-03-16,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,299893955.20,44140621068.99,8828124213.80
2021-03-16,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,59115925.05,44199736994.04,8839947398.81
2021-03-17,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,160172852.00,44359909846.04,8871981969.21
2021-03-17,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,18071470.80,44377981316.84,8875596263.37
2021-03-17,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,849413990.40,45227395307.24,9045479061.45
2021-03-17,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,8025441.82,45235420749.06,9047084149.81
2021-03-18,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,290928480.00,45526349229.06,9105269845.81
2021-03-18,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,164118708.20,45690467937.26,9138093587.45
2021-03-18,Swap Counterparty 4,SC4 Basket 1,Custom Basket Swap,648857707.80,46339325645.06,9267865129.01
2021-03-18,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,751529424.80,47090855069.86,9418171013.97
2021-03-18,Swap Counterparty 8,SPDR S&P 500 ETF Trust,ETF Swap,11976721.70,47102831791.56,9420566358.31
2021-03-19,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,209098921.50,47311930713.06,9462386142.61
2021-03-19,Swap Counterparty 5,SC5 Basket 2,Custom Basket Swap,279726811.50,47591657524.56,9518331504.91
2021-03-19,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,579732321.00,48171389845.56,9634277969.11
2021-03-22,Swap Counterparty 1,SC1 Basket 1,Custom Basket Swap,130266123.60,48301655969.16,9660331193.83
2021-03-22,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,340269965.80,48641925934.96,9728385186.99
2021-03-22,Swap Counterparty 5,SC5 Basket 2,Custom Basket Swap,109962781.50,48751888716.46,9750377743.29
2021-03-22,Swap Counterparty 6,SC6 Basket 2,Custom Basket Swap,220634204.00,48972522920.46,9794504584.09
2021-03-23,Swap Counterparty 3,SC3 Basket 2,Custom Basket Swap,457728612.90,49430251533.36,9886050306.67
2021-03-23,Swap Counterparty 5,SC5 Basket 2,Custom Basket Swap,625910356.50,50056161889.86,10011232377.97
